"year.x","GPA.Range","major1","major2","survey_plans","survey_internships","survey_salary","Gender","IPEDS.Race.Ethnicity","latin_honors","Combined Bacc and Masters","Region"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",40000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",50960,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",59000,"Female","Hispanic/Latino","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",55000,"Male","White","1","1","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Information Systems","0","accepted fulltime job","One",56000,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Male","Black or African American","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",24000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",54000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Business Analytics","1","accepted fulltime job","MoreThanOne",70000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",56000,"Female","White","1","1","Midwest"
"2019","3.50 - 4.00","Marketing","1","accepted fulltime job","One",56000,"Female","Asian","1","0","Midwest"
"2020","2.50 - 2.99","Finance","0","accepted fulltime job","None",30000,"Male","Hispanic/Latino","0","0","Midwest"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",51000,"Male","White","0","0","Midwest"
"2019","2.50 - 2.99","Finance","0","accepted parttime job","One",33280,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",53000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",54000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",52000,"Female","White","1","1","Midwest"
"2020","2.50 - 2.99","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",56790.6666666667,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",58000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",54000,"Male","Hispanic/Latino","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Female","White","0","0","Midwest"
"2021","2.00 - 2.49","Finance","0","accepted fulltime job","One",56000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Business Analytics","1","accepted fulltime job","MoreThanOne",55000,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",52000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",55000,"Male","White","1","1","Midwest"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",53000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Business Economics","0","accepted fulltime job","One",55000,"Female","White","0","0","Midwest"
"2021","2.50 - 2.99","Information Systems","0","accepted fulltime job","MoreThanOne",60000,"Male","Multi Racial","0","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",55000,"Female","Multi Racial","0","0","Midwest"
"2019","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",62500,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Business Economics","0","accepted fulltime job","One",55000,"Female","White","1","1","Midwest"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted parttime job","MoreThanOne",31200,"Male","White","1","0","Midwest"
"2020","2.00 - 2.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",63800,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","None",45000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",56000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",70000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",57000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",58000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",60000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Business Analytics","0","accepted fulltime job","One",58000,"Male","White","1","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",42000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","None",52222.7320665083,"Female","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",76000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","None",46000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","One",64000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",58000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",52000,"Male","White","0","1","Midwest"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","One",50000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",52000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",80000,"Female","White","1","0","Midwest"
"2019","2.50 - 2.99","Finance","0","accepted fulltime job","One",39000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Female","Hispanic/Latino","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","One",60000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",56000,"Male","White","1","1","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","White","1","0","Midwest"
"2020","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",52000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",51000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",56000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",52000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",56000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",54900,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",60000,"Male","Multi Racial","0","1","Midwest"
"2021","2.50 - 2.99","Business Analytics","0","accepted fulltime job","None",60000,"Male","Asian","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",55000,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",46000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",57000,"Female","White","1","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",54000,"Female","White","1","1","Midwest"
"2019","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",56000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",55000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",40000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",57000,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",52000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",58000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",58000,"Female","White","1","0","Midwest"
"2020","2.50 - 2.99","Marketing","0","accepted fulltime job","One",50128,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",56000,"Female","White","1","1","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",68000,"Male","American Indian or Alaska Native","0","0","Midwest"
"2019","3.50 - 4.00","Business Economics","0","accepted fulltime job","One",51000,"Female","White","1","0","Midwest"
"2019","3.50 - 4.00","Accountancy","1","accepted fulltime job","One",51000,"Male","Non-Resident Alien","1","0","Midwest"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",42500,"Male","Asian","0","0","Midwest"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",65000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",56000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",65000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Information Systems","0","accepted fulltime job","MoreThanOne",90000,"Male","White","1","1","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","1","0","Midwest"
"2020","3.50 - 4.00","Information Systems","0","accepted fulltime job","MoreThanOne",64824.4565217391,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Information Systems","1","accepted fulltime job","One",80000,"Male","White","1","0","Midwest"
"2020","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",80000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",48000,"Male","White","0","0","Midwest"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","Midwest"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","One",40000,"Male","White","0","0","Midwest"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","One",54000,"Male","White","0","0","Midwest"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",52000,"Female","White","0","0","Midwest"
"2021","3.50 - 4.00","Business Analytics","0","accepted fulltime job","MoreThanOne",63000,"Male","White","1","1","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","One",52222.7320665083,"Female","White","1","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","None",40000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",60000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","One",51000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","One",62500,"Female","White","1","0","Midwest"
"2021","2.00 - 2.49","Finance","0","accepted fulltime job","MoreThanOne",50000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",56790.6666666667,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",65000,"Male","Asian","1","0","Midwest"
"2021","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",45000,"Female","White","1","0","Midwest"
"2020","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Female","Black or African American","0","0","Midwest"
"2021","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",70000,"Female","Hispanic/Latino","1","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",73000,"Male","White","1","1","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",71500,"Female","White","0","0","Northeast"
"2021","3.50 - 4.00","Business Economics","0","accepted fulltime job","One",65000,"Male","White","1","0","Northeast"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Female","White","1","1","Northeast"
"2021","2.50 - 2.99","Finance","0","accepted fulltime job","One",65000,"Male","White","0","0","Northeast"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",52000,"Male","White","1","0","Northeast"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","None",42640,"Male","White","0","0","Northeast"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",66000,"Male","White","0","0","Northeast"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",49000,"Female","White","1","1","Northeast"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",56000,"Female","White","0","0","Northeast"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","White","0","0","Northeast"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52000,"Female","White","0","0","Northeast"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",52000,"Female","White","1","0","Northeast"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",50000,"Male","White","1","1","Northeast"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",85000,"Male","Asian","0","0","Northeast"
"2019","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52000,"Female","White","1","0","Northeast"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Female","Asian","0","0","Northeast"
"2020","2.00 - 2.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","MoreThanOne",30160,"Female","White","0","0","Northeast"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","Northeast"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",60000,"Female","White","0","0","Northeast"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",55000,"Male","White","0","0","Northeast"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",52000,"Female","White","1","0","Northeast"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Northeast"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",80000,"Male","White","1","0","Northeast"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",60000,"Female","White","1","0","Northeast"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","None",52222.7320665083,"Male","White","0","0","Northeast"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",55000,"Female","White","1","0","Northeast"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",55000,"Female","White","0","0","Northeast"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",45000,"Female","White","0","0","Northeast"
"2019","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",54000,"Female","White","0","0","Northeast"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",65000,"Male","White","0","0","Northeast"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",65000,"Male","White","1","0","Northeast"
"2019","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",65000,"Female","White","0","0","Northeast"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","One",50000,"Male","White","0","0","Northeast"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",60000,"Female","Asian","0","0","Northeast"
"2020","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",68000,"Male","White","0","0","Northeast"
"2020","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",64000,"Male","White","0","0","Northeast"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",52222.7320665083,"Male","Non-Resident Alien","0","0","South"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",45000,"Male","White","0","0","South"
"2021","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",50000,"Male","White","0","0","South"
"2020","2.50 - 2.99","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",58000,"Male","Hispanic/Latino","0","0","South"
"2021","3.50 - 4.00","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",53689.2972972973,"Female","White","1","0","South"
"2019","3.00 - 3.49","Marketing","0","accepted parttime job","MoreThanOne",15600,"Female","White","0","0","South"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",58500,"Female","White","0","0","South"
"2020","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",52500,"Male","White","1","0","South"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","Hispanic/Latino","0","0","South"
"2020","2.50 - 2.99","Accountancy","0","accepted fulltime job","One",60000,"Female","White","0","0","South"
"2020","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",65000,"Female","White","1","0","South"
"2021","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",40000,"Male","White","0","0","South"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",61083.6580406654,"Male","White","0","0","South"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Male","White","0","0","South"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",52000,"Male","White","1","0","South"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",40000,"Female","White","0","0","South"
"2021","3.00 - 3.49","Information Systems","0","accepted fulltime job","MoreThanOne",66000,"Male","White","0","0","South"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","None",41000,"Male","White","0","0","South"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",52000,"Female","White","1","0","South"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","One",58000,"Male","White","1","0","South"
"2021","3.00 - 3.49","Information Systems","0","accepted fulltime job","One",66000,"Female","White","0","0","South"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",57000,"Male","White","1","0","South"
"2021","3.00 - 3.49","Accountancy","0","accepted fulltime job","One",59000,"Female","White","0","1","South"
"2020","3.50 - 4.00","Human Capital Mgmt & Leadership","1","accepted fulltime job","MoreThanOne",50000,"Male","White","1","0","South"
"2019","3.50 - 4.00","Business Economics","0","accepted fulltime job","MoreThanOne",85000,"Female","White","1","0","South"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","One",40000,"Female","White","1","0","South"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",55000,"Female","White","0","0","South"
"2019","3.00 - 3.49","Marketing","1","accepted fulltime job","MoreThanOne",40000,"Male","White","0","0","South"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",62500,"Male","White","0","0","South"
"2019","3.50 - 4.00","Supply Chain & Operations Mgmt","0","accepted fulltime job","One",55000,"Female","White","1","0","South"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",58300,"Male","White","1","0","South"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61000,"Male","White","0","0","South"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",77000,"Male","White","1","0","South"
"2020","3.00 - 3.49","Accountancy","0","accepted fulltime job","MoreThanOne",60000,"Male","White","0","0","South"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",66560,"Female","White","1","0","South"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",65000,"Female","White","0","0","South"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",75000,"Male","White","1","0","South"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",66000,"Female","White","1","0","South"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",60000,"Female","White","1","1","South"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","One",88000,"Male","White","1","0","South"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","None",62000,"Male","Non-Resident Alien","1","0","South"
"2021","3.50 - 4.00","Finance","1","accepted fulltime job","MoreThanOne",77000,"Male","Hispanic/Latino","1","0","South"
"2020","3.50 - 4.00","Accountancy","1","accepted fulltime job","MoreThanOne",85000,"Male","Black or African American","1","0","West"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",50000,"Male","White","0","0","West"
"2020","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",60000,"Male","Non-Resident Alien","1","0","West"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","One",60500,"Female","White","1","0","West"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",63000,"Female","White","0","0","West"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",63000,"Male","White","0","0","West"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",84000,"Male","Unknown","0","0","West"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",50000,"Female","White","0","0","Midwest"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",47000,"Male","White","0","0","Midwest"
"2020","3.00 - 3.49","Marketing","0","accepted fulltime job","One",52222.7320665083,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Marketing","0","accepted fulltime job","One",52000,"Female","White","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","None",55000,"Male","White","0","0","Midwest"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","MoreThanOne",53000,"Male","White","1","1","Midwest"
"2020","3.00 - 3.49","Business Analytics","0","accepted fulltime job","MoreThanOne",70000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",55000,"Male","White","1","1","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",56000,"Male","White","1","0","Midwest"
"2021","3.50 - 4.00","Finance","0","accepted fulltime job","None",55000,"Male","White","1","0","Midwest"
"2019","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",50000,"Female","White","0","0","Midwest"
"2021","3.00 - 3.49","Marketing","0","accepted fulltime job","One",53000,"Female","White","0","0","Midwest"
"2020","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",77000,"Female","White","1","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","One",53000,"Female","Hispanic/Latino","1","0","Midwest"
"2021","3.00 - 3.49","Finance","0","accepted fulltime job","One",55000,"Male","White","0","0","Midwest"
"2021","3.50 - 4.00","Marketing","0","accepted fulltime job","MoreThanOne",63000,"Male","Multi Racial","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","One",50000,"Male","White","1","0","Midwest"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",85000,"Male","White","1","0","Midwest"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","accepted fulltime job","One",52000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",55000,"Female","White","0","0","Midwest"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","None",61083.6580406654,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","MoreThanOne",63500,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Finance","0","accepted fulltime job","MoreThanOne",58000,"Female","White","1","0","Unknown"
"2020","3.50 - 4.00","Business Economics","0","seeking employment","MoreThanOne",61136.1842105263,"Female","Unknown","1","0","Unknown"
"2019","2.00 - 2.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Male","Non-Resident Alien","0","0","Unknown"
"2019","3.00 - 3.49","Finance","0","accepted fulltime job","None",61083.6580406654,"Male","White","0","0","Unknown"
"2020","3.50 - 4.00","Finance","0","continuing education","MoreThanOne",61083.6580406654,"Male","White","1","0","Unknown"
"2021","3.00 - 3.49","Human Capital Mgmt & Leadership","0","seeking employment","None",53689.2972972973,"Female","Multi Racial","0","0","Unknown"
"2020","2.50 - 2.99","Finance","0","other","MoreThanOne",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.50 - 4.00","Accountancy","0","accepted fulltime job","One",51000,"Female","White","1","0","Unknown"
"2019","2.50 - 2.99","Marketing","0","accepted fulltime job","MoreThanOne",54000,"Female","White","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","None",61083.6580406654,"Female","White","0","0","Unknown"
"2020","3.50 - 4.00","Marketing","0","seeking employment","One",52222.7320665083,"Female","Multi Racial","1","0","Unknown"
"2021","2.50 - 2.99","Supply Chain & Operations Mgmt","0","continuing education","MoreThanOne",56790.6666666667,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2020","3.00 - 3.49","Business Economics","0","accepted fulltime job","MoreThanOne",61136.1842105263,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","accepted fulltime job","MoreThanOne",75000,"Male","White","0","0","Unknown"
"2020","3.00 - 3.49","Finance","0","seeking employment","One",61083.6580406654,"Male","White","0","0","Unknown"
"2019","3.00 - 3.49","Marketing","0","accepted fulltime job","One",40000,"Female","American Indian or Alaska Native","0","0","Unknown"
"2020","3.00 - 3.49","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","White","0","0","Unknown"
"2021","3.50 - 4.00","Marketing","0","seeking employment","MoreThanOne",52222.7320665083,"Female","Hispanic/Latino","1","0","Unknown"
"2019","3.00 - 3.49","Supply Chain & Operations Mgmt","0","accepted fulltime job","MoreThanOne",75000,"Male","White","0","0","Unknown"
"2021","3.00 - 3.49","Marketing","0","seeking employment","One",52222.7320665083,"Male","Hispanic/Latino","0","0","Unknown"
"2021","3.00 - 3.49","Finance","0","seeking employment","MoreThanOne",61083.6580406654,"Male","Hispanic/Latino","0","0","Unknown"
